tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
201,1,0,0,1,0,"[0, 0, 0]","[43.10995512411747, 35.0386999058446, 21.851344970037925]","[0, 0, 0]",2.31428571,1.0,0.4310995512411747,1,-1
207,1,0,0,1,0,"[0, 0, 0]","[27.778592705306288, 44.15993254142939, 28.061474753264328]","[0, 0, 0]",2.82857143,1.0,0.2777859270530629,1,-1
27,4,8.5,42.5,6,0,"[100, 0, 0]","[26.996254714223237, 29.29773313498416, 43.7060121507926]","[63.49812590959393, 14.64886325639271, 21.853010834013364]",-2.57142857,1.0,0.2699625471422324,1,-1
33,4,9.166666666666666,27.5,4,0,"[100, 0, 0]","[19.92487087712311, 26.005910045276348, 54.06921907760053]","[59.96229496539401, 13.003163148359656, 27.034541886246345]",-2.57142857,1.0,0.19924870877123108,1,-1
34,4,14.875,44.625,4,0,"[100, 0, 0]","[15.966653544451423, 24.22279807482565, 59.81054838072293]","[57.971714353851716, 12.12671518827386, 29.901570457874417]",-2.57142857,1.0,0.15966653544451423,1,-1
39,4,14.585526315789474,277.125,20,0,"[100, 0, 0]","[13.077485994408288, 29.358770113457965, 57.563743892133736]","[56.538742997204146, 14.679385056728982, 28.781871946066868]",-2.57142857,1.0,0.1307748599440829,1,-1
42,1,0,0,1,0,"[0, 0, 0]","[27.98397748126442, 32.088613397959115, 39.927409120776474]","[0, 0, 0]",1.62857143,1.0,0.2798397748126442,1,-1
58,1,0,0,1,0,"[0, 0, 0]","[41.042178973646465, 42.70691467992321, 16.25090634643034]","[0, 0, 0]",0.85714286,1.0,0.41042178973646465,1,-1
73,1,0,0,1,0,"[0, 0, 0]","[25.92934015023131, 32.01407327947233, 42.05658657029635]","[0, 0, 0]",0.17142857,1.0,0.2592934015023131,1,-1
88,4,31.25,31.25,2,0,"[100, 0, 0]","[28.281585536056937, 23.898817445742274, 47.819597018200795]","[64.14079276802916, 11.949408722870283, 23.909798509100558]",-1.54285714,1.0,0.28281585536056936,1,-1
99,3,0,0,1,0,"[100, 0, 0]","[10.977939224661599, 17.34829864448588, 71.67376213085252]","[54.04917650121281, 7.3601897236130265, 38.59063377517416]",-2.31428571,1.0,0.10977939224661598,1,3
161,4,14.875,44.625,4,0,"[100, 0, 0]","[26.947125763255762, 31.727525832168098, 41.32534840457614]","[63.27055809199102, 15.6824846479839, 21.046957260025085]",-2.57142857,1.0,0.26947125763255764,1,-1
170,1,0,0,1,0,"[0, 0, 0]","[43.838141334707345, 30.915008160748698, 25.24685050454396]","[0, 0, 0]",-1.11428571,1.0,0.4383814133470734,1,-1
172,3,33,0,1,0,"[100, 0, 0]","[15.949468638822676, 28.108871714489936, 55.94165964668739]","[100.0, 0.0, 0.0]",-0.68571429,1.0,0.15949468638822675,1,0
184,1,0,0,1,0,"[0, 0, 0]","[31.136876360214433, 40.620492981091694, 28.242630658693873]","[0, 0, 0]",-0.68571429,1.0,0.3113687636021443,1,-1
200,1,0,0,1,0,"[0, 0, 0]","[40.98290113348722, 31.042024332306323, 27.975074534206453]","[0, 0, 0]",2.22857143,1.0,0.40982901133487215,1,-1
206,1,0,0,1,0,"[0, 0, 0]","[30.04280593767915, 40.80003308572176, 29.157160976599084]","[0, 0, 0]",2.74285714,1.0,0.3004280593767915,1,-1
11,3,33,0.0,4,0,"[100, 0, 0]","[7.5191140826180645, 11.625126073323354, 80.85575984405858]","[53.75955704130903, 5.812563036661677, 40.42787992202929]",-2.65714286,1.0,0.07519114082618064,1,4
25,4,21.785714285714285,152.5,8,0,"[100, 0, 0]","[35.075962382121425, 24.11217702634233, 40.81186059153625]","[67.53798501234732, 12.056081224059081, 20.405933763593605]",-2.65714286,1.0,0.35075962382121423,1,-1
57,1,0,0,1,0,"[0, 0, 0]","[30.88279661396518, 37.89055186025011, 31.22665152578471]","[0, 0, 0]",0.77142857,1.0,0.3088279661396518,1,-1
63,4,41.25,41.25,2,0,"[100, 0, 0]","[22.035911913038618, 28.85062119655897, 49.11346689040242]","[60.867462379374224, 14.615632881020405, 24.51690473960537]",-0.77142857,1.0,0.22035911913038617,1,-1
72,1,0,0,1,0,"[0, 0, 0]","[32.05811733702647, 29.937851954255535, 38.00403070871801]","[0, 0, 0]",0.08571429,1.0,0.32058117337026465,1,-1
80,1,0,0,1,0,"[0, 0, 0]","[27.36197256233185, 27.821191040123367, 44.816836397544776]","[0, 0, 0]",-1.2,1.0,0.2736197256233185,1,-1
86,4,39.0625,39.0625,2,0,"[100, 0, 0]","[25.023296905041587, 28.872604566517385, 46.10409852844103]","[62.51164845252086, 14.436302283258751, 23.052049264220386]",-1.62857143,1.0,0.25023296905041587,1,-1
183,1,0,0,1,0,"[0, 0, 0]","[21.780202338193327, 28.042824266010147, 50.17697339579653]","[0, 0, 0]",-0.77142857,1.0,0.21780202338193327,1,-1
193,1,0,0,1,0,"[0, 0, 0]","[32.08521850815331, 38.90158087631543, 29.013200615531265]","[0, 0, 0]",1.54285714,1.0,0.3208521850815331,1,-1
199,1,0,0,1,0,"[0, 0, 0]","[29.76002534890409, 39.108211983283674, 31.13176266781223]","[0, 0, 0]",2.14285714,1.0,0.2976002534890409,1,-1
205,1,0,0,1,0,"[0, 0, 0]","[31.860012410579834, 39.20640133164541, 28.933586257774756]","[0, 0, 0]",2.65714286,1.0,0.31860012410579835,1,-1
8,3,100,116.25,10,2,"[0, 0, 100]","[9.1617621750059, 10.9744245480591, 79.863813276935]","[4.58088108750295, 5.48721227402955, 89.9319066384675]",-2.74285714,1.0,0.09161762175005901,1,7
9,3,60,125.0,4,0,"[100, 0, 0]","[16.98929215307764, 27.67870156748497, 55.33200627943739]","[58.49391884348607, 13.839247106631866, 27.666834049882066]",-2.74285714,1.0,0.1698929215307764,1,10
36,4,10.375,280.125,28,0,"[100, 0, 0]","[22.116203432522642, 22.099798058884218, 55.78399850859314]","[61.05810171626132, 11.049899029442109, 27.89199925429657]",-2.14285714,1.0,0.2211620343252264,1,-1
41,1,0,0,1,0,"[0, 0, 0]","[23.959783058098644, 35.38583959396135, 40.65437734794]","[0, 0, 0]",1.45714286,1.0,0.23959783058098644,1,-1
55,1,0,0,1,0,"[0, 0, 0]","[28.971832074729754, 36.089325165181684, 34.938842760088576]","[0, 0, 0]",0.68571429,1.0,0.28971832074729753,1,-1
62,4,51.5625,51.5625,2,0,"[100, 0, 0]","[26.13930175272027, 24.025822576301184, 49.83487567097855]","[63.06940925736432, 12.013538166170001, 24.91705257646568]",-0.85714286,1.0,0.26139301752720273,1,-1
71,1,0,0,1,0,"[0, 0, 0]","[38.234300873528184, 28.034400314796688, 33.73129881167514]","[0, 0, 0]",0.0,1.0,0.3823430087352818,1,-1
79,1,0,0,1,0,"[0, 0, 0]","[23.741313259604265, 37.90242743381808, 38.35625930657765]","[0, 0, 0]",-1.71428571,1.0,0.23741313259604266,1,-1
81,1,0,0,1,0,"[0, 0, 0]","[12.952356704859532, 18.531169277032227, 68.51647401810825]","[0, 0, 0]",-1.28571429,1.0,0.12952356704859533,1,-1
83,1,0,0,1,0,"[0, 0, 0]","[23.847997084031338, 34.252930439605656, 41.899072476363]","[0, 0, 0]",-1.71428571,1.0,0.2384799708403134,1,-1
182,1,0,0,1,0,"[0, 0, 0]","[24.90132919604074, 25.234964317816267, 49.863706486142995]","[0, 0, 0]",-0.85714286,1.0,0.24901329196040742,1,-1
198,1,0,0,1,0,"[0, 0, 0]","[44.09724337449554, 30.843919813251986, 25.058836812252483]","[0, 0, 0]",2.05714286,1.0,0.4409724337449554,1,-1
204,1,0,0,1,0,"[0, 0, 0]","[26.05124082699491, 32.32737120341293, 41.62138796959217]","[0, 0, 0]",2.57142857,1.0,0.2605124082699491,1,-1
6,3,25,51.5625,3,0,"[100, 0, 0]","[0.4643994230686054, 4.0580656873808945, 95.4775348895505]","[50.2321997115343, 2.0290328436904472, 47.73876744477525]",-2.82857143,1.0,0.004643994230686054,1,5
7,3,100,50.0,2,2,"[0, 0, 100]","[17.16879053170506, 23.976673529347178, 58.85453593894776]","[8.597110587868311, 11.882102771061001, 79.52078664107069]",-2.82857143,1.0,0.1716879053170506,1,9
10,1,0,0,1,0,"[0, 0, 0]","[40.149719308782494, 21.954673242765317, 37.895607448452196]","[0, 0, 0]",-0.08571429,1.0,0.40149719308782494,1,-1
35,3,20,0,1,0,"[100, 0, 0]","[17.94477904516111, 22.036711105624583, 60.01850984921432]","[58.972389522580556, 11.018355552812292, 30.00925492460716]",-2.82857143,1.0,0.17944779045161108,1,11
37,3,25,0.0,2,0,"[100, 0, 0]","[4.55680666750833, 14.78489861022831, 80.65829472226336]","[52.27840333375416, 7.392449305114155, 40.32914736113168]",-2.82857143,1.0,0.045568066675083306,1,6
54,1,0,0,1,0,"[0, 0, 0]","[31.0860604228005, 33.94807773650606, 34.96586184069344]","[0, 0, 0]",0.6,1.0,0.310860604228005,1,-1
61,4,64.453125,64.453125,2,0,"[100, 0, 0]","[18.99607710251361, 24.96059039298489, 56.0433325045015]","[59.49804248430789, 12.480294383599546, 28.021663132092566]",-0.94285714,1.0,0.1899607710251361,1,-1
78,1,0,0,1,0,"[0, 0, 0]","[25.053779069519805, 33.65168075476584, 41.29454017571435]","[0, 0, 0]",-1.8,1.0,0.25053779069519805,1,-1
82,1,0,0,1,0,"[0, 0, 0]","[20.692966892731746, 38.154766993684234, 41.15226611358402]","[0, 0, 0]",-1.8,1.0,0.20692966892731746,1,-1
181,1,0,0,1,0,"[0, 0, 0]","[8.980677841519611, 26.18675520370244, 64.83256695477796]","[0, 0, 0]",-0.94285714,1.0,0.08980677841519612,1,-1
192,1,0,0,1,0,"[0, 0, 0]","[34.21562922866868, 33.99043597290721, 31.793934798424107]","[0, 0, 0]",1.37142857,1.0,0.3421562922866868,1,-1
197,1,0,0,1,0,"[0, 0, 0]","[30.400141048437945, 37.773714465099594, 31.826144486462475]","[0, 0, 0]",1.97142857,1.0,0.30400141048437945,1,-1
203,1,0,0,1,0,"[0, 0, 0]","[20.085016689831438, 36.08528213692664, 43.82970117324193]","[0, 0, 0]",2.48571429,1.0,0.20085016689831436,1,-1
12,3,100,0,1,2,"[0, 0, 100]","[12.933494428634704, 21.903530495183453, 65.16297507618184]","[0.0, 0.0, 100.0]",-2.91428571,1.0,0.12933494428634704,1,8
19,1,0,0,1,0,"[0, 0, 0]","[21.107907775740404, 35.084407938950626, 43.80768428530897]","[0, 0, 0]",0.51428571,1.0,0.21107907775740403,1,-1
23,1,0,0,1,0,"[0, 0, 0]","[20.930058068122126, 31.23339794423408, 47.836543987643786]","[0, 0, 0]",-1.02857143,1.0,0.20930058068122126,1,-1
24,1,0,0,1,0,"[0, 0, 0]","[24.948755950981564, 29.846400249964134, 45.20484379905431]","[0, 0, 0]",-1.88571429,1.0,0.24948755950981563,1,-1
26,3,100,251.953125,6,2,"[0, 0, 100]","[0.0, 0.0, 100.0]","[0.0, 0.0, 100.0]",-2.91428571,1.0,0.0,1,12
53,1,0,0,1,0,"[0, 0, 0]","[33.890503164916176, 33.93961569754284, 32.169881137541]","[0, 0, 0]",0.51428571,1.0,0.33890503164916175,1,-1
94,1,0,0,1,0,"[0, 0, 0]","[29.783190736402826, 44.216230049674564, 26.00057921392261]","[0, 0, 0]",-2.91428571,1.0,0.29783190736402826,1,-1
186,1,0,0,1,0,"[0, 0, 0]","[42.22597297980431, 34.01073413358952, 23.763292886606177]","[0, 0, 0]",-0.17142857,1.0,0.4222597297980431,1,-1
191,1,0,0,1,0,"[0, 0, 0]","[23.08249459859948, 38.78816097754633, 38.12934442385419]","[0, 0, 0]",1.28571429,1.0,0.23082494598599482,1,-1
196,1,0,0,1,0,"[0, 0, 0]","[34.96419935541951, 34.03784158095206, 30.99795906362845]","[0, 0, 0]",1.88571429,1.0,0.3496419935541951,1,-1
202,1,0,0,1,0,"[0, 0, 0]","[34.99300801805628, 29.73798389472145, 35.26900808722229]","[0, 0, 0]",2.4,1.0,0.3499300801805628,1,-1
2,4,76.171875,609.375,9,1,"[0, 100, 0]","[27.93526071054218, 30.719912997402254, 41.34482629205557]","[13.96763035527109, 65.35995649870112, 20.672413146027786]",-1.97142857,1.0,0.2793526071054218,1,-1
13,1,0,0,1,0,"[0, 0, 0]","[32.205493405146676, 34.901495962199455, 32.89301063265388]","[0, 0, 0]",-2.31428571,1.0,0.32205493405146673,1,-1
14,1,0,0,1,0,"[0, 0, 0]","[29.90522567293451, 33.099562107267715, 36.99521221979777]","[0, 0, 0]",-2.14285714,1.0,0.2990522567293451,1,-1
17,1,0,0,1,0,"[0, 0, 0]","[30.085208819498078, 35.780394959645804, 34.13439622085612]","[0, 0, 0]",-2.22857143,1.0,0.30085208819498077,1,-1
20,1,0,0,1,0,"[0, 0, 0]","[29.99375626405365, 34.01240260364977, 35.99384113229659]","[0, 0, 0]",-2.14285714,1.0,0.2999375626405365,1,-1
40,1,0,0,1,0,"[0, 0, 0]","[30.0665962563833, 35.919283727729855, 34.01412001588685]","[0, 0, 0]",-2.4,1.0,0.300665962563833,1,-1
51,1,0,0,1,0,"[0, 0, 0]","[33.00987140370811, 36.85918692724638, 30.13094166904551]","[0, 0, 0]",-2.48571429,1.0,0.33009871403708113,1,-1
52,1,0,0,1,0,"[0, 0, 0]","[30.027637696968725, 37.89903856525016, 32.07332373778113]","[0, 0, 0]",-2.31428571,1.0,0.30027637696968723,1,-1
1,4,72.78645833333333,436.71875,7,1,"[0, 100, 0]","[29.87019077968411, 34.81781702662871, 35.311992193687175]","[14.935095389842054, 67.40890851331436, 17.655996096843587]",-3.0,1.0,0.2987019077968411,1,-1
